device_id,firmware_version,timestamp,error_code,severity,model,region
DEV_0030,10.82.1,2050-03-29 00:00:00,ERR_BOOT_100,medium,Roku Streaming Stick+,LATAM
DEV_0252,10.82.1,2050-04-07 00:00:00,ERR_CRASH_104,high,Roku Streaming Stick+,EU
DEV_0393,10.82.1,2050-03-29 00:00:00,ERR_BOOT_108,critical,Roku Streaming Stick+,APAC
DEV_0394,10.82.1,2050-03-09 00:00:00,ERR_NETWORK_108,high,Roku Premiere,NA
DEV_0318,10.82.1,2050-03-20 00:00:00,ERR_CRASH_103,low,Roku Express,APAC
DEV_0480,10.82.1,2050-02-27 00:00:00,ERR_BOOT_105,medium,Roku Express,LATAM
DEV_0430,10.82.1,2050-04-09 00:00:00,ERR_NETWORK_108,medium,Roku Premiere,LATAM
DEV_0365,10.82.1,2050-03-28 00:00:00,ERR_NETWORK_100,low,Roku Streaming Stick+,EU
DEV_0078,10.82.1,2050-03-06 00:00:00,ERR_CRASH_104,low,Roku Streaming Stick+,LATAM
DEV_0465,10.82.1,2050-04-10 00:00:00,ERR_UPDATE_103,medium,Roku TV,EU
DEV_0337,10.82.1,2050-03-25 00:00:00,ERR_BOOT_106,medium,Roku Ultra,NA
DEV_0428,10.82.1,2050-03-19 00:00:00,ERR_BOOT_106,medium,Roku Premiere,EU
DEV_0082,10.82.1,2050-03-08 00:00:00,ERR_NETWORK_102,low,Roku Streaming Stick+,APAC
DEV_0376,10.82.1,2050-03-03 00:00:00,ERR_NETWORK_100,medium,Roku Premiere,NA
DEV_0376,10.82.1,2050-04-17 00:00:00,ERR_CRASH_101,low,Roku Express,EU
DEV_0129,10.82.1,2050-02-28 00:00:00,ERR_CRASH_106,medium,Roku Express,EU
DEV_0383,10.82.1,2050-04-18 00:00:00,ERR_BOOT_108,high,Roku Express,EU
DEV_0341,10.82.1,2050-04-14 00:00:00,ERR_STREAM_106,low,Roku Ultra,NA
DEV_0059,10.82.1,2050-04-04 00:00:00,ERR_NETWORK_101,low,Roku Premiere,EU
DEV_0235,10.82.1,2050-03-03 00:00:00,ERR_BOOT_101,low,Roku Express,EU
DEV_0112,10.82.1,2050-03-17 00:00:00,ERR_BOOT_104,high,Roku Express,EU
DEV_0099,10.82.1,2050-03-21 00:00:00,ERR_BOOT_109,low,Roku TV,APAC
DEV_0385,10.82.1,2050-03-13 00:00:00,ERR_STREAM_105,medium,Roku Express,LATAM
DEV_0276,10.82.1,2050-03-29 00:00:00,ERR_BOOT_104,critical,Roku TV,NA
DEV_0170,10.82.1,2050-03-28 00:00:00,ERR_CRASH_106,low,Roku Streaming Stick+,APAC
DEV_0261,10.82.1,2050-04-06 00:00:00,ERR_STREAM_106,low,Roku Premiere,NA
DEV_0261,10.82.1,2050-04-19 00:00:00,ERR_UPDATE_105,critical,Roku Streaming Stick+,APAC
DEV_0008,10.82.1,2050-04-18 00:00:00,ERR_BOOT_105,high,Roku TV,LATAM
DEV_0157,10.82.1,2050-04-01 00:00:00,ERR_STREAM_101,high,Roku Premiere,EU
DEV_0154,10.82.1,2050-04-16 00:00:00,ERR_CRASH_107,high,Roku Premiere,APAC
DEV_0433,10.82.1,2050-03-12 00:00:00,ERR_NETWORK_101,medium,Roku Premiere,EU
DEV_0092,10.82.1,2050-02-27 00:00:00,ERR_CRASH_105,low,Roku Express,EU
DEV_0147,10.82.1,2050-04-11 00:00:00,ERR_CRASH_105,low,Roku Premiere,APAC
DEV_0206,10.82.1,2050-03-16 00:00:00,ERR_CRASH_104,low,Roku Ultra,NA
DEV_0171,10.82.1,2050-03-09 00:00:00,ERR_NETWORK_102,high,Roku Ultra,APAC
DEV_0357,10.82.1,2050-03-12 00:00:00,ERR_BOOT_102,low,Roku Ultra,EU
DEV_0351,10.82.1,2050-04-15 00:00:00,ERR_BOOT_101,medium,Roku Premiere,NA
DEV_0141,10.82.2,2050-05-08 00:00:00,ERR_STREAM_109,low,Roku Premiere,LATAM
DEV_0406,10.82.2,2050-04-27 00:00:00,ERR_STREAM_106,high,Roku Ultra,LATAM
DEV_0356,10.82.2,2050-05-07 00:00:00,ERR_UPDATE_107,low,Roku Ultra,APAC
DEV_0281,10.82.2,2050-04-27 00:00:00,ERR_CRASH_100,high,Roku Ultra,LATAM
DEV_0065,10.82.2,2050-04-11 00:00:00,ERR_BOOT_101,low,Roku TV,EU
DEV_0282,10.82.2,2050-04-12 00:00:00,ERR_BOOT_104,high,Roku Express,EU
DEV_0315,10.82.2,2050-05-27 00:00:00,ERR_UPDATE_100,low,Roku TV,LATAM
DEV_0272,10.82.2,2050-04-21 00:00:00,ERR_CRASH_100,low,Roku Ultra,NA
DEV_0021,10.82.2,2050-05-21 00:00:00,ERR_STREAM_103,high,Roku Premiere,LATAM
DEV_0447,10.82.2,2050-04-16 00:00:00,ERR_CRASH_101,critical,Roku Express,EU
DEV_0240,10.82.2,2050-05-08 00:00:00,ERR_CRASH_104,medium,Roku Express,NA
DEV_0025,10.82.2,2050-05-15 00:00:00,ERR_STREAM_106,low,Roku Express,APAC
DEV_0367,10.82.2,2050-05-05 00:00:00,ERR_STREAM_100,medium,Roku Premiere,APAC
DEV_0466,10.82.2,2050-04-27 00:00:00,ERR_UPDATE_106,low,Roku Express,APAC
DEV_0498,10.82.2,2050-05-22 00:00:00,ERR_CRASH_108,high,Roku Premiere,EU
DEV_0371,10.82.2,2050-05-10 00:00:00,ERR_BOOT_100,medium,Roku Ultra,NA
DEV_0486,10.82.2,2050-04-10 00:00:00,ERR_NETWORK_107,low,Roku TV,APAC
DEV_0355,10.82.2,2050-04-15 00:00:00,ERR_NETWORK_100,medium,Roku Express,LATAM
DEV_0455,10.82.2,2050-05-02 00:00:00,ERR_CRASH_104,high,Roku Streaming Stick+,NA
DEV_0212,10.82.2,2050-04-15 00:00:00,ERR_NETWORK_104,low,Roku TV,EU
DEV_0426,10.82.2,2050-05-23 00:00:00,ERR_UPDATE_109,low,Roku Streaming Stick+,LATAM
DEV_0314,10.82.2,2050-05-24 00:00:00,ERR_STREAM_103,medium,Roku Express,EU
DEV_0221,10.82.2,2050-05-20 00:00:00,ERR_UPDATE_100,low,Roku Streaming Stick+,EU
DEV_0215,10.82.2,2050-05-04 00:00:00,ERR_STREAM_109,low,Roku Premiere,LATAM
DEV_0467,10.82.2,2050-05-15 00:00:00,ERR_UPDATE_105,high,Roku Express,EU
DEV_0457,10.82.2,2050-04-13 00:00:00,ERR_UPDATE_104,low,Roku Streaming Stick+,NA
DEV_0459,10.82.2,2050-04-27 00:00:00,ERR_BOOT_103,medium,Roku TV,LATAM
DEV_0418,10.82.2,2050-04-16 00:00:00,ERR_BOOT_105,high,Roku Express,EU
DEV_0056,10.82.2,2050-05-10 00:00:00,ERR_UPDATE_108,low,Roku Streaming Stick+,LATAM
DEV_0228,10.82.2,2050-05-28 00:00:00,ERR_BOOT_101,low,Roku TV,APAC
DEV_0085,10.82.2,2050-05-16 00:00:00,ERR_BOOT_100,medium,Roku Ultra,NA
DEV_0084,10.82.2,2050-05-05 00:00:00,ERR_NETWORK_108,medium,Roku Express,NA
DEV_0458,10.82.2,2050-05-28 00:00:00,ERR_UPDATE_109,high,Roku Express,EU
DEV_0046,10.82.2,2050-05-11 00:00:00,ERR_BOOT_101,critical,Roku Express,NA
DEV_0011,10.82.2,2050-05-13 00:00:00,ERR_STREAM_104,medium,Roku Streaming Stick+,APAC
DEV_0134,10.82.2,2050-04-16 00:00:00,ERR_STREAM_101,high,Roku Express,LATAM
DEV_0413,10.82.2,2050-04-15 00:00:00,ERR_BOOT_109,medium,Roku Express,NA
DEV_0003,10.82.2,2050-05-16 00:00:00,ERR_BOOT_101,low,Roku TV,EU
DEV_0154,10.82.2,2050-05-14 00:00:00,ERR_NETWORK_106,low,Roku Premiere,EU
DEV_0101,10.82.2,2050-05-01 00:00:00,ERR_STREAM_101,low,Roku Streaming Stick+,APAC
DEV_0451,10.82.2,2050-04-10 00:00:00,ERR_STREAM_107,medium,Roku Premiere,APAC
DEV_0177,10.82.2,2050-04-10 00:00:00,ERR_STREAM_104,low,Roku Ultra,NA
DEV_0219,10.82.2,2050-05-27 00:00:00,ERR_NETWORK_105,medium,Roku Streaming Stick+,EU
DEV_0148,10.82.2,2050-04-17 00:00:00,ERR_BOOT_101,high,Roku Express,APAC
DEV_0145,10.82.2,2050-05-03 00:00:00,ERR_CRASH_100,low,Roku Premiere,NA
DEV_0158,10.82.2,2050-05-02 00:00:00,ERR_UPDATE_106,medium,Roku Premiere,APAC
DEV_0452,10.82.2,2050-04-10 00:00:00,ERR_UPDATE_104,low,Roku Streaming Stick+,APAC
DEV_0019,10.82.2,2050-04-27 00:00:00,ERR_UPDATE_106,low,Roku Ultra,NA
DEV_0075,10.82.2,2050-05-08 00:00:00,ERR_UPDATE_105,medium,Roku TV,APAC
DEV_0045,10.82.2,2050-05-09 00:00:00,ERR_STREAM_105,medium,Roku TV,LATAM
DEV_0401,10.82.2,2050-04-13 00:00:00,ERR_BOOT_106,critical,Roku Express,APAC
DEV_0181,10.82.2,2050-05-03 00:00:00,ERR_STREAM_104,high,Roku Streaming Stick+,LATAM
DEV_0321,10.82.2,2050-05-28 00:00:00,ERR_CRASH_109,low,Roku Ultra,NA
DEV_0007,10.82.2,2050-04-20 00:00:00,ERR_BOOT_100,low,Roku Ultra,EU
DEV_0307,10.82.2,2050-04-14 00:00:00,ERR_NETWORK_106,high,Roku Streaming Stick+,EU
DEV_0220,10.82.2,2050-05-15 00:00:00,ERR_STREAM_103,medium,Roku Premiere,NA
DEV_0060,10.82.2,2050-04-17 00:00:00,ERR_NETWORK_104,low,Roku Streaming Stick+,LATAM
DEV_0030,10.82.2,2050-04-26 00:00:00,ERR_BOOT_103,high,Roku Streaming Stick+,EU
DEV_0498,10.83.0,2050-05-16 00:00:00,ERR_STREAM_102,high,Roku Premiere,LATAM
DEV_0078,10.83.0,2050-06-30 00:00:00,ERR_BOOT_104,low,Roku Ultra,EU
DEV_0332,10.83.0,2050-06-15 00:00:00,ERR_CRASH_105,low,Roku Streaming Stick+,NA
DEV_0195,10.83.0,2050-07-01 00:00:00,ERR_CRASH_101,high,Roku Express,EU
DEV_0413,10.83.0,2050-06-15 00:00:00,ERR_NETWORK_109,low,Roku Premiere,EU
DEV_0064,10.83.0,2050-05-26 00:00:00,ERR_STREAM_108,low,Roku Ultra,LATAM
DEV_0371,10.83.0,2050-06-10 00:00:00,ERR_NETWORK_107,low,Roku Streaming Stick+,LATAM
DEV_0424,10.83.0,2050-06-06 00:00:00,ERR_STREAM_106,low,Roku TV,NA
DEV_0185,10.83.0,2050-07-01 00:00:00,ERR_NETWORK_105,high,Roku Premiere,LATAM
DEV_0024,10.83.0,2050-05-25 00:00:00,ERR_BOOT_105,medium,Roku Premiere,LATAM
DEV_0416,10.83.0,2050-05-23 00:00:00,ERR_NETWORK_107,medium,Roku TV,APAC
DEV_0088,10.83.0,2050-05-16 00:00:00,ERR_UPDATE_100,high,Roku Streaming Stick+,NA
DEV_0225,10.83.0,2050-06-15 00:00:00,ERR_UPDATE_106,low,Roku TV,EU
DEV_0205,10.83.0,2050-05-28 00:00:00,ERR_CRASH_105,low,Roku TV,LATAM
DEV_0363,10.83.0,2050-06-23 00:00:00,ERR_BOOT_106,critical,Roku Express,LATAM
DEV_0076,10.83.0,2050-06-27 00:00:00,ERR_UPDATE_104,high,Roku Ultra,EU
DEV_0427,10.83.0,2050-06-07 00:00:00,ERR_STREAM_103,high,Roku Premiere,LATAM
DEV_0469,10.83.0,2050-06-08 00:00:00,ERR_UPDATE_105,low,Roku Express,LATAM
DEV_0046,10.83.0,2050-06-27 00:00:00,ERR_STREAM_100,low,Roku TV,EU
DEV_0029,10.83.0,2050-06-21 00:00:00,ERR_UPDATE_105,low,Roku TV,NA
DEV_0144,10.83.0,2050-05-23 00:00:00,ERR_BOOT_104,low,Roku Streaming Stick+,EU
DEV_0155,10.83.0,2050-06-27 00:00:00,ERR_BOOT_105,high,Roku Premiere,APAC
DEV_0280,10.83.0,2050-07-02 00:00:00,ERR_STREAM_102,low,Roku Express,LATAM
DEV_0071,10.83.0,2050-05-23 00:00:00,ERR_NETWORK_107,critical,Roku Streaming Stick+,NA
DEV_0122,10.83.0,2050-06-22 00:00:00,ERR_BOOT_108,low,Roku Ultra,APAC
DEV_0113,10.83.0,2050-06-20 00:00:00,ERR_UPDATE_109,low,Roku Streaming Stick+,LATAM
DEV_0418,10.83.0,2050-05-21 00:00:00,ERR_CRASH_109,high,Roku Express,LATAM
DEV_0337,10.83.0,2050-06-05 00:00:00,ERR_UPDATE_104,medium,Roku Ultra,LATAM
DEV_0435,10.83.0,2050-05-22 00:00:00,ERR_BOOT_105,high,Roku Ultra,LATAM
DEV_0202,10.83.0,2050-06-03 00:00:00,ERR_BOOT_101,high,Roku Ultra,APAC
DEV_0305,10.83.0,2050-06-16 00:00:00,ERR_NETWORK_100,low,Roku TV,LATAM
DEV_0131,10.83.0,2050-05-28 00:00:00,ERR_STREAM_100,low,Roku Premiere,NA
DEV_0235,10.83.0,2050-06-02 00:00:00,ERR_UPDATE_107,medium,Roku Premiere,EU
DEV_0239,10.83.0,2050-06-09 00:00:00,ERR_UPDATE_101,high,Roku Ultra,NA
DEV_0394,10.83.0,2050-06-17 00:00:00,ERR_CRASH_109,low,Roku Premiere,NA
DEV_0072,10.83.0,2050-06-01 00:00:00,ERR_NETWORK_107,high,Roku Express,EU
DEV_0132,10.83.0,2050-05-17 00:00:00,ERR_STREAM_106,medium,Roku Streaming Stick+,NA
DEV_0041,10.84.0,2050-06-24 00:00:00,ERR_BOOT_104,high,Roku Streaming Stick+,EU
DEV_0479,10.84.0,2050-06-05 00:00:00,ERR_BOOT_108,low,Roku Streaming Stick+,EU
DEV_0362,10.84.0,2050-06-12 00:00:00,ERR_UPDATE_108,medium,Roku Premiere,LATAM
DEV_0487,10.84.0,2050-05-21 00:00:00,ERR_UPDATE_104,critical,Roku Ultra,EU
DEV_0133,10.84.0,2050-06-08 00:00:00,ERR_BOOT_108,high,Roku Ultra,EU
DEV_0159,10.84.0,2050-06-06 00:00:00,ERR_STREAM_104,low,Roku Express,EU
DEV_0385,10.84.0,2050-07-08 00:00:00,ERR_CRASH_107,medium,Roku Ultra,APAC
DEV_0172,10.84.0,2050-07-02 00:00:00,ERR_BOOT_106,medium,Roku TV,APAC
DEV_0215,10.84.0,2050-06-15 00:00:00,ERR_NETWORK_108,low,Roku Streaming Stick+,LATAM
DEV_0208,10.84.0,2050-07-07 00:00:00,ERR_CRASH_101,critical,Roku Premiere,NA
DEV_0252,10.84.0,2050-06-07 00:00:00,ERR_CRASH_108,medium,Roku Streaming Stick+,APAC
DEV_0133,10.84.0,2050-05-24 00:00:00,ERR_CRASH_103,low,Roku Streaming Stick+,EU
DEV_0385,10.84.0,2050-05-22 00:00:00,ERR_BOOT_104,medium,Roku TV,LATAM
DEV_0107,10.84.0,2050-06-09 00:00:00,ERR_UPDATE_101,low,Roku Premiere,EU
DEV_0157,10.84.0,2050-05-29 00:00:00,ERR_NETWORK_105,low,Roku TV,LATAM
DEV_0276,10.84.0,2050-05-30 00:00:00,ERR_NETWORK_107,low,Roku Premiere,APAC
DEV_0404,10.84.0,2050-07-04 00:00:00,ERR_STREAM_103,medium,Roku Express,LATAM
DEV_0408,10.84.0,2050-06-21 00:00:00,ERR_CRASH_108,medium,Roku Ultra,LATAM
DEV_0181,10.84.0,2050-06-05 00:00:00,ERR_BOOT_104,medium,Roku TV,NA
DEV_0340,10.84.0,2050-07-07 00:00:00,ERR_UPDATE_104,low,Roku Express,APAC
DEV_0093,10.84.0,2050-06-16 00:00:00,ERR_STREAM_107,medium,Roku Streaming Stick+,NA
DEV_0467,10.84.0,2050-07-07 00:00:00,ERR_BOOT_102,high,Roku Ultra,APAC
DEV_0411,10.84.0,2050-06-03 00:00:00,ERR_BOOT_109,medium,Roku Streaming Stick+,NA
DEV_0327,10.84.0,2050-07-08 00:00:00,ERR_NETWORK_101,medium,Roku Premiere,EU
DEV_0296,10.84.0,2050-06-19 00:00:00,ERR_CRASH_107,low,Roku Premiere,LATAM
DEV_0108,10.84.0,2050-05-31 00:00:00,ERR_BOOT_102,low,Roku Streaming Stick+,APAC
DEV_0492,10.84.0,2050-06-16 00:00:00,ERR_UPDATE_109,low,Roku Streaming Stick+,EU
DEV_0415,10.84.0,2050-06-02 00:00:00,ERR_STREAM_106,medium,Roku Streaming Stick+,APAC
DEV_0116,10.84.0,2050-06-14 00:00:00,ERR_UPDATE_103,low,Roku Streaming Stick+,LATAM
DEV_0387,10.84.0,2050-06-10 00:00:00,ERR_UPDATE_107,low,Roku Express,EU
DEV_0289,10.84.0,2050-07-03 00:00:00,ERR_BOOT_104,medium,Roku Ultra,EU
DEV_0157,10.84.1,2050-06-13 00:00:00,ERR_BOOT_101,high,Roku TV,NA
DEV_0061,10.84.1,2050-06-12 00:00:00,ERR_NETWORK_105,medium,Roku TV,LATAM
DEV_0500,10.84.1,2050-06-15 00:00:00,ERR_STREAM_100,low,Roku Ultra,LATAM
DEV_0229,10.84.1,2050-06-16 00:00:00,ERR_UPDATE_107,critical,Roku Streaming Stick+,LATAM
DEV_0273,10.84.1,2050-06-05 00:00:00,ERR_UPDATE_101,low,Roku TV,NA
DEV_0145,10.84.1,2050-06-05 00:00:00,ERR_NETWORK_103,medium,Roku Premiere,NA
DEV_0380,10.84.1,2050-06-21 00:00:00,ERR_NETWORK_104,low,Roku Streaming Stick+,NA
DEV_0364,10.84.1,2050-06-13 00:00:00,ERR_NETWORK_103,high,Roku Streaming Stick+,NA
DEV_0314,10.84.1,2050-07-14 00:00:00,ERR_BOOT_108,high,Roku Premiere,LATAM
DEV_0372,10.84.1,2050-07-09 00:00:00,ERR_UPDATE_105,high,Roku Ultra,NA
DEV_0058,10.84.1,2050-07-05 00:00:00,ERR_STREAM_100,medium,Roku Premiere,APAC
DEV_0083,10.84.1,2050-07-07 00:00:00,ERR_STREAM_101,high,Roku Ultra,NA
DEV_0419,10.84.1,2050-06-01 00:00:00,ERR_NETWORK_109,low,Roku Express,APAC
DEV_0026,10.84.1,2050-07-04 00:00:00,ERR_BOOT_106,low,Roku TV,APAC
DEV_0146,10.84.1,2050-06-30 00:00:00,ERR_STREAM_108,low,Roku Ultra,NA
DEV_0051,10.84.1,2050-06-25 00:00:00,ERR_STREAM_100,low,Roku Ultra,EU
DEV_0429,10.84.1,2050-06-07 00:00:00,ERR_STREAM_100,medium,Roku Premiere,LATAM
DEV_0325,10.84.1,2050-06-11 00:00:00,ERR_UPDATE_101,high,Roku Premiere,LATAM
DEV_0041,10.84.1,2050-06-20 00:00:00,ERR_UPDATE_108,medium,Roku TV,NA
DEV_0421,10.84.1,2050-06-22 00:00:00,ERR_UPDATE_102,medium,Roku Express,LATAM
DEV_0114,10.84.1,2050-06-07 00:00:00,ERR_CRASH_106,medium,Roku TV,NA
DEV_0422,10.84.1,2050-06-23 00:00:00,ERR_STREAM_100,medium,Roku TV,NA
DEV_0082,10.84.1,2050-06-24 00:00:00,ERR_UPDATE_105,low,Roku TV,APAC
DEV_0109,10.84.1,2050-06-11 00:00:00,ERR_BOOT_105,low,Roku Express,NA
DEV_0447,10.84.1,2050-06-12 00:00:00,ERR_UPDATE_102,low,Roku TV,EU
DEV_0428,10.84.1,2050-06-20 00:00:00,ERR_NETWORK_105,low,Roku Express,NA
DEV_0051,10.84.1,2050-06-02 00:00:00,ERR_UPDATE_102,high,Roku TV,EU
DEV_0308,10.84.1,2050-06-21 00:00:00,ERR_UPDATE_100,high,Roku Express,NA
DEV_0370,10.84.1,2050-06-05 00:00:00,ERR_CRASH_103,critical,Roku Premiere,APAC
DEV_0103,10.84.1,2050-06-30 00:00:00,ERR_NETWORK_106,medium,Roku Streaming Stick+,NA
DEV_0027,10.84.1,2050-06-22 00:00:00,ERR_CRASH_100,medium,Roku Premiere,NA
DEV_0127,10.84.1,2050-07-09 00:00:00,ERR_STREAM_104,medium,Roku Ultra,APAC
DEV_0079,10.84.1,2050-06-15 00:00:00,ERR_CRASH_107,high,Roku Ultra,EU
DEV_0055,10.84.1,2050-06-09 00:00:00,ERR_UPDATE_101,low,Roku Ultra,LATAM
DEV_0267,10.84.1,2050-06-28 00:00:00,ERR_CRASH_100,low,Roku TV,NA
DEV_0459,10.84.1,2050-07-09 00:00:00,ERR_BOOT_101,high,Roku Premiere,EU
DEV_0398,10.84.1,2050-07-05 00:00:00,ERR_NETWORK_108,low,Roku Streaming Stick+,NA
DEV_0325,10.84.1,2050-06-09 00:00:00,ERR_STREAM_102,low,Roku Premiere,APAC
DEV_0028,10.84.2,2050-06-15 00:00:00,ERR_UPDATE_105,medium,Roku TV,APAC
DEV_0256,10.84.2,2050-07-12 00:00:00,ERR_NETWORK_106,medium,Roku Premiere,LATAM
DEV_0365,10.84.2,2050-07-16 00:00:00,ERR_NETWORK_104,high,Roku TV,LATAM
DEV_0199,10.84.2,2050-07-31 00:00:00,ERR_NETWORK_107,low,Roku TV,NA
DEV_0118,10.84.2,2050-06-24 00:00:00,ERR_STREAM_105,high,Roku Ultra,LATAM
DEV_0378,10.84.2,2050-07-11 00:00:00,ERR_BOOT_109,medium,Roku Premiere,APAC
DEV_0062,10.84.2,2050-06-21 00:00:00,ERR_CRASH_109,high,Roku Express,APAC
DEV_0292,10.84.2,2050-06-17 00:00:00,ERR_UPDATE_104,low,Roku Premiere,EU
DEV_0312,10.84.2,2050-06-16 00:00:00,ERR_BOOT_103,critical,Roku Streaming Stick+,EU
DEV_0131,10.84.2,2050-07-23 00:00:00,ERR_NETWORK_103,low,Roku Express,EU
DEV_0406,10.84.2,2050-08-04 00:00:00,ERR_BOOT_104,low,Roku TV,LATAM
DEV_0174,10.84.2,2050-06-28 00:00:00,ERR_CRASH_104,low,Roku Express,LATAM
DEV_0479,10.84.2,2050-07-18 00:00:00,ERR_BOOT_103,low,Roku Premiere,APAC
DEV_0379,10.84.2,2050-06-18 00:00:00,ERR_BOOT_100,high,Roku Express,LATAM
DEV_0274,10.84.2,2050-07-10 00:00:00,ERR_CRASH_104,low,Roku TV,APAC
DEV_0444,10.84.2,2050-07-17 00:00:00,ERR_UPDATE_105,low,Roku Streaming Stick+,LATAM
DEV_0192,10.84.2,2050-07-06 00:00:00,ERR_BOOT_106,low,Roku Ultra,LATAM
DEV_0461,10.84.2,2050-06-30 00:00:00,ERR_STREAM_109,medium,Roku Premiere,EU
DEV_0360,10.84.2,2050-06-26 00:00:00,ERR_CRASH_100,medium,Roku Express,APAC
DEV_0193,10.84.2,2050-06-24 00:00:00,ERR_STREAM_109,low,Roku TV,LATAM
DEV_0398,10.84.2,2050-06-24 00:00:00,ERR_CRASH_105,low,Roku Ultra,NA
DEV_0063,10.84.2,2050-07-27 00:00:00,ERR_NETWORK_106,high,Roku Premiere,NA
DEV_0352,10.84.2,2050-07-07 00:00:00,ERR_STREAM_101,low,Roku Ultra,EU
DEV_0358,10.84.2,2050-06-29 00:00:00,ERR_UPDATE_106,high,Roku Streaming Stick+,NA
DEV_0227,10.84.2,2050-07-08 00:00:00,ERR_NETWORK_101,medium,Roku Ultra,LATAM
DEV_0270,10.84.2,2050-07-25 00:00:00,ERR_UPDATE_102,critical,Roku Streaming Stick+,NA
DEV_0249,10.84.2,2050-07-23 00:00:00,ERR_STREAM_103,low,Roku Ultra,NA
DEV_0035,10.84.2,2050-07-30 00:00:00,ERR_UPDATE_100,medium,Roku Premiere,APAC
DEV_0372,10.84.2,2050-08-03 00:00:00,ERR_CRASH_108,medium,Roku Ultra,NA
DEV_0473,10.84.2,2050-06-18 00:00:00,ERR_CRASH_102,medium,Roku Streaming Stick+,LATAM
DEV_0477,10.84.2,2050-07-31 00:00:00,ERR_CRASH_103,high,Roku Express,LATAM
DEV_0031,10.84.2,2050-07-04 00:00:00,ERR_CRASH_106,low,Roku Premiere,APAC
DEV_0044,10.84.2,2050-06-21 00:00:00,ERR_BOOT_104,low,Roku Streaming Stick+,APAC
DEV_0348,10.84.2,2050-07-19 00:00:00,ERR_NETWORK_105,critical,Roku TV,LATAM
DEV_0108,10.84.2,2050-07-25 00:00:00,ERR_STREAM_102,low,Roku Streaming Stick+,LATAM
DEV_0286,10.84.2,2050-06-25 00:00:00,ERR_CRASH_101,critical,Roku Ultra,APAC
DEV_0064,10.84.2,2050-07-25 00:00:00,ERR_NETWORK_106,medium,Roku TV,APAC
DEV_0242,10.84.2,2050-06-17 00:00:00,ERR_STREAM_100,high,Roku Streaming Stick+,APAC
DEV_0059,10.84.2,2050-06-24 00:00:00,ERR_UPDATE_109,medium,Roku Streaming Stick+,LATAM
DEV_0010,10.84.2,2050-07-22 00:00:00,ERR_BOOT_109,low,Roku Express,APAC
DEV_0186,10.84.2,2050-06-27 00:00:00,ERR_UPDATE_105,low,Roku Express,APAC
DEV_0458,10.84.2,2050-06-22 00:00:00,ERR_STREAM_100,low,Roku Streaming Stick+,APAC
DEV_0065,10.84.2,2050-07-23 00:00:00,ERR_CRASH_104,low,Roku Streaming Stick+,EU
DEV_0023,10.84.2,2050-06-26 00:00:00,ERR_UPDATE_104,high,Roku Streaming Stick+,EU
DEV_0193,10.84.2,2050-07-20 00:00:00,ERR_BOOT_107,medium,Roku Streaming Stick+,EU
DEV_0326,10.84.2,2050-07-29 00:00:00,ERR_CRASH_106,high,Roku Premiere,APAC
DEV_0133,10.84.2,2050-07-01 00:00:00,ERR_UPDATE_109,medium,Roku Premiere,EU
DEV_0008,10.84.2,2050-07-30 00:00:00,ERR_UPDATE_103,low,Roku Express,NA
DEV_0454,10.85.0,2050-08-20 00:00:00,ERR_NETWORK_108,low,Roku Streaming Stick+,NA
DEV_0272,10.85.0,2050-08-26 00:00:00,ERR_NETWORK_103,low,Roku TV,APAC
DEV_0120,10.85.0,2050-08-20 00:00:00,ERR_CRASH_102,high,Roku TV,NA
DEV_0034,10.85.0,2050-08-21 00:00:00,ERR_NETWORK_103,low,Roku Express,EU
DEV_0405,10.85.0,2050-08-06 00:00:00,ERR_BOOT_105,critical,Roku Express,NA
DEV_0108,10.85.0,2050-07-24 00:00:00,ERR_BOOT_104,low,Roku Streaming Stick+,LATAM
DEV_0165,10.85.0,2050-09-07 00:00:00,ERR_BOOT_105,medium,Roku Streaming Stick+,EU
DEV_0489,10.85.0,2050-07-25 00:00:00,ERR_STREAM_107,high,Roku TV,EU
DEV_0046,10.85.0,2050-07-19 00:00:00,ERR_BOOT_109,medium,Roku Express,NA
DEV_0020,10.85.0,2050-08-09 00:00:00,ERR_UPDATE_100,low,Roku TV,EU
DEV_0092,10.85.0,2050-08-31 00:00:00,ERR_BOOT_102,low,Roku Express,LATAM
DEV_0128,10.85.0,2050-08-13 00:00:00,ERR_NETWORK_100,high,Roku Ultra,APAC
DEV_0497,10.85.0,2050-08-29 00:00:00,ERR_CRASH_104,high,Roku Streaming Stick+,LATAM
DEV_0287,10.85.0,2050-07-23 00:00:00,ERR_STREAM_101,critical,Roku Ultra,EU
DEV_0190,10.85.0,2050-08-22 00:00:00,ERR_CRASH_102,medium,Roku Ultra,NA
DEV_0270,10.85.0,2050-07-27 00:00:00,ERR_CRASH_108,low,Roku Streaming Stick+,LATAM
DEV_0166,10.85.0,2050-07-19 00:00:00,ERR_BOOT_107,low,Roku Streaming Stick+,NA
DEV_0169,10.85.0,2050-07-25 00:00:00,ERR_UPDATE_107,low,Roku Premiere,EU
DEV_0378,10.85.0,2050-09-08 00:00:00,ERR_UPDATE_100,medium,Roku Streaming Stick+,NA
DEV_0342,10.85.0,2050-07-24 00:00:00,ERR_NETWORK_101,high,Roku Express,LATAM
DEV_0045,10.85.0,2050-08-13 00:00:00,ERR_CRASH_100,medium,Roku Streaming Stick+,APAC
