firmware_version,days_since_release,error_count
10.179.7,17,2
10.179.7,19,3
10.179.7,21,2
10.179.7,23,1
10.179.7,24,2
10.179.7,25,2
10.179.7,27,1
10.179.7,29,2
10.179.7,32,3
10.179.7,36,1
10.179.7,37,3
10.179.7,39,1
10.179.7,40,1
10.179.7,41,1
10.179.7,42,2
10.179.7,43,2
10.18.0,1,1
10.18.0,2,3
10.18.0,3,2
10.18.0,4,1
10.18.0,5,1
10.18.0,6,2
10.18.0,7,1
10.18.0,8,1
10.18.0,9,2
10.18.0,11,1
10.18.0,12,3
10.18.0,13,2
10.18.0,14,1
10.18.0,15,1
10.18.0,16,1
10.18.0,18,1
10.18.0,19,1
10.18.0,22,1
10.18.0,25,1
10.18.0,26,2
10.18.0,27,2
10.18.0,29,1
10.18.0,30,2
10.18.0,31,5
10.18.0,32,1
10.18.0,33,3
10.18.0,35,1
10.18.0,36,1
10.18.0,37,2
10.18.0,38,2
10.18.0,39,3
10.18.0,40,2
10.18.0,42,3
10.18.0,43,1
10.18.1,0,2
10.18.1,1,1
10.18.1,2,1
10.18.1,6,1
10.18.1,7,1
10.18.1,9,1
10.18.1,11,2
10.18.1,15,1
10.18.1,16,1
10.18.1,17,1
10.18.1,20,2
10.18.1,24,2
10.18.1,27,1
10.18.1,28,1
10.18.1,29,1
10.18.1,30,4
10.18.1,31,1
10.18.1,33,1
10.18.1,34,2
10.18.1,35,3
10.18.1,39,3
10.18.1,40,1
10.18.1,41,2
10.18.1,42,1
10.18.1,43,3
10.18.1,44,1
10.18.2,0,1
10.18.2,1,1
10.18.2,2,2
10.18.2,3,2
10.18.2,5,1
10.18.2,7,1
10.18.2,10,3
10.18.2,11,1
10.18.2,12,2
10.18.2,13,2
10.18.2,14,1
10.18.2,15,1
10.18.2,16,1
10.18.2,18,2
10.18.2,19,1
10.18.2,20,1
10.18.2,22,2
10.18.2,24,1
10.18.2,26,1
10.18.2,28,1
10.18.2,30,2
10.18.2,31,1
10.18.2,32,2
10.18.2,33,3
10.18.2,34,2
10.18.2,35,1
10.18.2,36,1
10.18.2,37,1
10.18.2,38,1
10.18.2,39,2
10.18.2,40,1
10.18.2,43,1
10.18.2,44,1
10.18.3,0,1
10.18.3,1,2
10.18.3,2,2
10.18.3,3,1
10.18.3,4,1
10.18.3,5,3
10.18.3,6,2
10.18.3,7,2
10.18.3,8,1
10.18.3,9,2
10.18.3,10,1
10.18.3,11,1
10.18.3,12,3
10.18.3,13,6
10.18.3,14,1
10.18.3,15,3
10.18.3,16,2
10.18.3,17,5
10.18.3,18,1
10.18.3,20,1
10.18.3,21,3
10.18.3,22,1
10.18.3,23,2
10.18.3,25,4
10.18.3,26,2
10.18.3,28,1
10.18.3,30,1
10.18.3,31,2
10.18.3,32,2
10.18.3,33,2
10.18.3,34,3
10.18.3,35,1
10.18.3,36,2
10.18.3,37,5
10.18.3,38,4
10.18.3,39,1
10.18.3,40,1
10.18.3,41,3
10.18.3,43,3
10.18.3,44,1
10.18.4,1,2
10.18.4,2,1
10.18.4,5,1
10.18.4,6,1
10.18.4,7,3
10.18.4,8,2
10.18.4,9,2
10.18.4,10,3
10.18.4,11,3
10.18.4,13,1
10.18.4,14,1
10.18.4,16,2
10.18.4,18,2
10.18.4,19,3
10.18.4,20,1
10.18.4,22,1
10.18.4,23,1
10.18.4,25,1
10.18.4,26,3
10.18.4,27,1
10.18.4,28,2
10.18.4,29,2
10.18.4,31,2
10.18.4,32,4
10.18.4,33,1
10.18.4,34,1
10.18.4,35,1
10.18.4,37,1
10.18.4,38,2
10.18.4,40,2
10.18.4,42,3
10.18.4,43,2
10.18.5,0,1
10.18.5,1,1
10.18.5,2,1
10.18.5,3,1
10.18.5,4,1
10.18.5,5,3
10.18.5,8,1
10.18.5,9,1
10.18.5,10,1
10.18.5,13,1
10.18.5,14,2
10.18.5,15,2
10.18.5,16,3
10.18.5,18,2
10.18.5,21,2
10.18.5,22,2
10.18.5,23,2
10.18.5,24,2
10.18.5,27,2
10.18.5,29,1
10.18.5,30,3
10.18.5,31,2
10.18.5,32,1
10.18.5,35,1
10.18.5,36,2
10.18.5,38,1
10.18.5,39,2
10.18.5,40,2
10.18.5,41,1
10.18.5,43,5
10.18.5,44,1
10.180.0,0,1
10.180.0,1,1
10.180.0,2,2
10.180.0,5,2
10.180.0,6,1
10.180.0,7,1
10.180.0,8,1
10.180.0,11,1
10.180.0,12,3
10.180.0,13,3
10.180.0,14,2
10.180.0,15,1
10.180.0,16,2
10.180.0,17,2
10.180.0,18,2
10.180.0,19,2
10.180.0,22,2
10.180.0,23,2
10.180.0,24,2
10.180.0,25,2
10.180.0,28,2
10.180.0,29,1
10.180.0,30,1
10.180.0,31,1
10.180.0,32,2
10.180.0,33,2
10.180.0,34,1
10.180.0,37,3
10.180.0,38,1
10.180.0,39,1
10.180.0,40,1
10.180.0,41,2
10.180.0,43,2
10.180.0,44,1
10.180.1,0,1
10.180.1,1,2
10.180.1,2,1
10.180.1,3,2
10.180.1,4,2
10.180.1,5,1
10.180.1,6,2
10.180.1,7,2
10.180.1,9,2
10.180.1,10,1
10.180.1,11,2
10.180.1,12,2
10.180.1,13,2
10.180.1,14,2
10.180.1,15,2
10.180.1,16,2
10.180.1,18,5
10.180.1,19,2
10.180.1,20,1
10.180.1,21,3
10.180.1,22,1
10.180.1,23,1
10.180.1,24,3
10.180.1,25,3
10.180.1,27,3
10.180.1,28,1
10.180.1,29,2
10.180.1,30,2
10.180.1,31,2
10.180.1,33,4
10.180.1,34,1
10.180.1,37,2
10.180.1,39,1
10.180.1,40,1
10.180.1,41,1
10.180.1,42,2
10.180.1,44,2
10.181.0,1,1
10.181.0,3,1
10.181.0,4,1
10.181.0,5,2
10.181.0,6,1
10.181.0,13,1
10.181.0,14,1
10.181.0,16,1
10.181.0,17,2
10.181.0,21,1
10.181.0,22,1
10.181.0,23,1
10.181.0,24,3
10.181.0,25,2
10.181.0,26,1
10.181.0,30,2
10.181.0,31,1
10.181.0,32,2
10.181.0,35,3
10.181.0,36,1
10.181.0,37,2
10.181.0,38,1
10.181.0,41,3
10.181.0,43,3
10.181.1,0,1
10.181.1,1,1
10.181.1,2,1
10.181.1,4,2
10.181.1,5,2
10.181.1,6,2
10.181.1,7,2
10.181.1,8,1
10.181.1,10,3
10.181.1,11,1
10.181.1,12,2
10.181.1,13,2
10.181.1,14,2
10.181.1,15,3
10.181.1,16,3
10.181.1,17,2
10.181.1,18,1
10.181.1,20,8
10.181.1,21,1
10.181.1,22,2
10.181.1,23,1
10.181.1,24,1
10.181.1,25,2
10.181.1,28,2
10.181.1,29,1
10.181.1,30,2
10.181.1,31,1
10.181.1,33,1
10.181.1,34,3
10.181.1,35,3
10.181.1,36,1
10.181.1,37,1
10.181.1,39,1
10.181.1,40,3
10.181.1,41,2
10.181.1,42,5
10.181.1,43,3
10.182.0,0,2
10.182.0,2,1
10.182.0,3,1
10.182.0,5,1
10.182.0,6,1
10.182.0,7,1
10.182.0,8,1
10.182.0,9,1
10.182.0,10,4
10.182.0,11,3
10.182.0,12,1
10.182.0,13,1
10.182.0,14,2
10.182.0,16,1
10.182.0,18,2
10.182.0,20,4
10.182.0,21,1
10.182.0,22,2
10.182.0,23,3
10.182.0,25,3
10.182.0,26,3
10.182.0,27,2
10.182.0,28,3
10.182.0,29,1
10.182.0,31,1
10.182.0,32,2
10.182.0,33,3
10.182.0,34,2
10.182.0,35,3
10.182.0,37,1
10.182.0,38,1
10.182.0,39,5
10.182.0,40,2
10.182.0,42,2
10.182.0,44,4
10.182.1,0,2
10.182.1,2,2
10.182.1,4,1
10.182.1,5,1
10.182.1,6,4
10.182.1,7,1
10.182.1,8,1
10.182.1,9,1
10.182.1,12,1
10.182.1,13,2
10.182.1,14,1
10.182.1,16,1
10.182.1,17,1
10.182.1,18,4
10.182.1,19,1
10.182.1,20,1
10.182.1,21,2
10.182.1,22,2
10.182.1,23,2
10.182.1,25,1
10.182.1,26,1
10.182.1,28,1
10.182.1,30,1
10.182.1,32,1
10.182.1,34,1
10.182.1,35,1
10.182.1,36,1
10.182.1,37,1
10.182.1,38,1
10.182.1,39,2
10.182.1,40,4
10.182.1,42,2
10.182.1,43,2
10.182.1,44,2
10.182.2,1,3
10.182.2,3,2
10.182.2,4,1
10.182.2,5,4
10.182.2,6,3
10.182.2,7,4
10.182.2,8,2
10.182.2,10,1
10.182.2,11,2
10.182.2,13,1
10.182.2,14,2
10.182.2,15,4
10.182.2,17,1
10.182.2,18,2
10.182.2,19,1
10.182.2,20,1
10.182.2,21,3
10.182.2,22,2
10.182.2,23,1
10.182.2,24,3
10.182.2,25,1
10.182.2,26,1
10.182.2,27,2
10.182.2,29,1
10.182.2,30,1
10.182.2,32,3
10.182.2,33,1
10.182.2,34,2
10.182.2,35,1
10.182.2,36,2
10.182.2,37,1
10.182.2,38,1
10.182.2,39,1
10.182.2,40,1
10.182.2,42,2
10.182.3,0,1
10.182.3,1,1
10.182.3,3,2
10.182.3,4,1
10.182.3,6,2
10.182.3,7,2
10.182.3,8,2
10.182.3,9,1
10.182.3,10,1
10.182.3,11,1
10.182.3,12,2
10.182.3,13,2
10.182.3,14,1
10.182.3,15,1
10.182.3,17,4
10.182.3,21,5
10.182.3,22,1
10.182.3,24,2
10.182.3,27,1
10.182.3,28,3
10.182.3,29,1
10.182.3,30,1
10.182.3,31,3
10.182.3,32,1
10.182.3,33,2
10.182.3,35,2
10.182.3,36,1
10.182.3,37,1
10.182.3,38,2
10.182.3,39,2
10.182.3,42,5
10.182.3,44,1
10.182.4,0,2
10.182.4,1,1
10.182.4,2,2
10.182.4,3,2
10.182.4,4,4
10.182.4,7,1
10.182.4,9,2
10.182.4,11,1
10.182.4,12,1
10.182.4,13,2
10.182.4,14,4
10.182.4,15,2
10.182.4,16,1
10.182.4,17,1
10.182.4,19,3
10.182.4,23,2
10.182.4,24,1
10.182.4,25,1
10.182.4,27,4
10.182.4,28,1
10.182.4,29,1
10.182.4,30,2
10.182.4,32,1
10.182.4,33,1
10.182.4,35,2
10.182.4,38,3
10.182.4,39,3
10.182.4,41,2
10.182.4,42,2
10.182.4,43,1
10.182.4,44,1
10.183.0,0,1
10.183.0,1,1
10.183.0,2,3
10.183.0,4,1
10.183.0,5,2
10.183.0,6,2
10.183.0,7,1
10.183.0,8,1
10.183.0,9,1
10.183.0,10,3
10.183.0,12,1
10.183.0,13,1
10.183.0,14,2
10.183.0,15,2
10.183.0,19,1
10.183.0,20,1
10.183.0,21,1
10.183.0,22,1
10.183.0,23,1
10.183.0,25,1
10.183.0,26,2
10.183.0,27,1
10.183.0,28,1
10.183.0,29,2
10.183.0,30,1
10.183.0,34,2
10.183.0,36,1
10.183.0,37,1
10.183.0,38,3
10.183.0,39,1
10.183.0,41,1
10.183.0,43,1
10.183.1,0,1
10.183.1,1,2
10.183.1,2,3
10.183.1,5,2
10.183.1,8,2
10.183.1,9,2
10.183.1,10,1
10.183.1,11,1
10.183.1,12,1
10.183.1,14,1
10.183.1,15,1
10.183.1,16,5
10.183.1,18,1
10.183.1,19,1
10.183.1,20,2
10.183.1,23,1
10.183.1,24,2
10.183.1,25,1
10.183.1,26,2
10.183.1,27,1
10.183.1,28,1
10.183.1,29,1
10.183.1,32,2
10.183.1,35,2
10.183.1,36,2
10.183.1,39,2
10.183.1,40,1
10.183.1,43,1
10.183.1,44,1
10.183.10,2,1
10.183.10,3,2
10.183.10,6,1
10.183.10,7,2
10.183.10,9,1
10.183.10,13,1
10.183.10,17,1
10.183.10,18,2
10.183.10,19,1
10.183.10,23,2
10.183.10,25,1
10.183.10,26,1
10.183.10,27,2
10.183.10,30,2
10.183.10,32,1
10.183.10,34,2
10.183.10,35,2
10.183.10,37,1
10.183.10,41,1
10.183.10,43,2
10.183.10,44,1
10.183.11,0,1
10.183.11,2,1
10.183.11,4,2
10.183.11,6,2
10.183.11,7,1
10.183.11,10,3
10.183.11,11,1
10.183.11,13,1
10.183.11,14,1
10.183.11,15,1
10.183.11,18,1
10.183.11,19,2
10.183.11,21,2
10.183.11,23,2
10.183.11,24,2
10.183.11,25,1
10.183.11,26,3
10.183.11,27,1
10.183.11,28,1
10.183.11,32,1
10.183.11,33,1
10.183.11,34,2
10.183.11,35,2
10.183.11,36,1
10.183.11,37,4
10.183.11,39,2
10.183.11,41,2
10.183.11,42,1
10.183.11,43,1
10.183.11,44,2
10.183.2,1,1
10.183.2,2,2
10.183.2,4,1
10.183.2,6,1
10.183.2,9,1
10.183.2,10,3
10.183.2,11,2
10.183.2,13,1
10.183.2,14,1
10.183.2,15,1
10.183.2,16,1
10.183.2,18,1
10.183.2,19,1
10.183.2,20,3
10.183.2,24,1
10.183.2,26,3
10.183.2,27,3
10.183.2,28,1
10.183.2,29,1
10.183.2,30,1
10.183.2,32,2
10.183.2,35,1
10.183.2,38,2
10.183.2,39,2
10.183.2,40,2
10.183.2,41,2
10.183.2,42,2
10.183.2,44,1
10.183.3,0,1
10.183.3,1,1
10.183.3,2,2
10.183.3,3,1
10.183.3,5,2
10.183.3,7,1
10.183.3,8,1
10.183.3,9,1
10.183.3,13,1
10.183.3,16,1
10.183.3,17,4
10.183.3,18,1
10.183.3,19,1
10.183.3,20,1
10.183.3,21,3
10.183.3,23,2
10.183.3,26,2
10.183.3,27,1
10.183.3,29,1
10.183.3,32,1
10.183.3,33,1
10.183.3,36,1
10.183.3,37,1
10.183.3,39,2
10.183.3,40,4
10.183.3,41,1
10.183.3,42,1
10.183.3,44,1
10.183.4,0,2
10.183.4,1,2
10.183.4,2,1
10.183.4,3,1
10.183.4,4,1
10.183.4,5,2
10.183.4,7,2
10.183.4,10,1
10.183.4,11,3
10.183.4,14,2
10.183.4,15,1
10.183.4,16,1
10.183.4,17,2
10.183.4,18,2
10.183.4,21,3
10.183.4,22,3
10.183.4,23,2
10.183.4,24,1
10.183.4,25,2
10.183.4,27,1
10.183.4,28,3
10.183.4,31,2
10.183.4,32,1
10.183.4,33,1
10.183.4,34,1
10.183.4,35,1
10.183.4,36,1
10.183.4,37,1
10.183.4,38,1
10.183.4,40,2
10.183.4,41,4
10.183.4,42,1
10.183.4,43,1
10.183.5,0,3
10.183.5,3,1
10.183.5,4,1
10.183.5,5,3
10.183.5,7,3
10.183.5,9,1
10.183.5,12,1
10.183.5,13,1
10.183.5,14,1
10.183.5,15,1
10.183.5,17,1
10.183.5,18,1
10.183.5,19,2
10.183.5,20,2
10.183.5,21,2
10.183.5,22,3
10.183.5,23,1
10.183.5,25,1
10.183.5,27,1
10.183.5,28,3
10.183.5,29,2
10.183.5,30,1
10.183.5,31,1
10.183.5,32,2
10.183.5,33,4
10.183.5,34,1
10.183.5,37,1
10.183.5,39,1
10.183.5,43,1
10.183.6,0,1
10.183.6,1,1
10.183.6,2,2
10.183.6,3,2
10.183.6,6,1
10.183.6,7,4
10.183.6,9,3
10.183.6,10,3
10.183.6,11,1
10.183.6,12,1
10.183.6,13,2
10.183.6,14,2
10.183.6,15,3
10.183.6,17,1
10.183.6,19,2
10.183.6,20,2
10.183.6,21,1
10.183.6,23,2
10.183.6,25,3
10.183.6,27,2
10.183.6,28,2
10.183.6,29,1
10.183.6,30,1
10.183.6,33,2
10.183.6,35,1
10.183.6,37,2
10.183.6,38,1
10.183.6,40,3
10.183.6,42,2
10.183.6,43,3
10.183.6,44,1
10.183.7,0,1
10.183.7,1,2
10.183.7,2,1
10.183.7,4,1
10.183.7,5,1
10.183.7,6,1
10.183.7,8,1
10.183.7,10,1
10.183.7,11,3
10.183.7,12,1
10.183.7,13,3
10.183.7,14,3
10.183.7,15,3
10.183.7,20,3
10.183.7,24,1
10.183.7,25,1
10.183.7,26,1
10.183.7,27,1
10.183.7,29,1
10.183.7,30,3
10.183.7,31,1
10.183.7,32,2
10.183.7,34,1
10.183.7,35,2
10.183.7,36,3
10.183.7,38,3
10.183.7,39,1
10.183.7,40,2
10.183.7,41,1
10.183.7,44,1
10.183.8,6,1
10.183.8,10,2
10.183.8,11,2
10.183.8,13,3
10.183.8,15,1
10.183.8,16,2
10.183.8,17,1
10.183.8,18,1
10.183.8,19,1
10.183.8,20,1
10.183.8,21,3
10.183.8,23,2
10.183.8,24,1
10.183.8,26,2
10.183.8,28,2
10.183.8,29,1
10.183.8,31,1
10.183.8,33,1
10.183.8,34,1
10.183.8,36,1
10.183.8,37,1
10.183.8,38,2
10.183.8,39,2
10.183.8,40,1
10.183.8,41,2
10.183.8,42,2
10.183.8,44,1
10.183.9,1,2
10.183.9,3,4
10.183.9,4,2
10.183.9,5,1
10.183.9,6,3
10.183.9,7,3
10.183.9,8,2
10.183.9,9,3
10.183.9,10,1
10.183.9,11,2
10.183.9,12,1
10.183.9,13,2
10.183.9,14,1
10.183.9,15,3
10.183.9,17,2
10.183.9,19,3
10.183.9,20,2
10.183.9,21,2
10.183.9,22,2
10.183.9,23,1
10.183.9,24,3
10.183.9,25,1
10.183.9,28,1
10.183.9,29,2
10.183.9,30,1
10.183.9,34,1
10.183.9,35,1
10.183.9,36,4
10.183.9,38,1
10.183.9,39,1
10.183.9,40,1
10.183.9,42,1
10.183.9,43,2
10.183.9,44,2
10.184.0,2,2
10.184.0,3,1
10.184.0,7,2
10.184.0,8,3
10.184.0,11,2
10.184.0,13,1
10.184.0,14,1
10.184.0,15,4
10.184.0,17,3
10.184.0,18,2
10.184.0,19,1
10.184.0,21,2
10.184.0,22,2
10.184.0,24,1
10.184.0,25,1
10.184.0,27,1
10.184.0,29,1
10.184.0,30,1
10.184.0,31,1
10.184.0,32,1
10.184.0,34,1
10.184.0,37,2
10.184.0,42,1
10.184.0,43,1
10.184.0,44,1
10.184.1,0,2
10.184.1,2,1
10.184.1,3,1
10.184.1,5,3
10.184.1,7,2
10.184.1,8,1
10.184.1,9,2
10.184.1,10,2
10.184.1,11,3
10.184.1,12,3
10.184.1,14,1
10.184.1,15,1
10.184.1,16,1
10.184.1,17,3
10.184.1,18,3
10.184.1,19,3
10.184.1,20,1
10.184.1,21,2
10.184.1,22,3
10.184.1,23,1
10.184.1,24,3
10.184.1,26,2
10.184.1,27,1
10.184.1,28,2
10.184.1,29,2
10.184.1,30,1
10.184.1,32,1
10.184.1,34,2
10.184.1,35,2
10.184.1,37,1
10.184.1,38,2
10.184.1,40,1
10.184.1,41,2
10.184.1,43,1
10.184.10,0,1
10.184.10,2,2
10.184.10,3,1
10.184.10,5,1
10.184.10,6,2
10.184.10,7,1
10.184.10,8,1
10.184.10,10,1
10.184.10,12,2
10.184.10,14,2
10.184.10,15,1
10.184.10,16,1
10.184.10,17,1
10.184.10,18,1
10.184.10,19,1
10.184.10,20,1
10.184.10,21,1
10.184.10,25,1
10.184.10,28,2
10.184.10,29,2
10.184.10,31,1
10.184.10,33,1
10.184.10,34,1
10.184.10,36,1
10.184.10,38,2
10.184.10,39,4
10.184.10,40,1
10.184.10,42,1
10.184.2,2,1
10.184.2,4,3
10.184.2,6,1
10.184.2,7,2
10.184.2,8,1
10.184.2,9,3
10.184.2,10,1
10.184.2,11,4
10.184.2,12,2
10.184.2,13,3
10.184.2,14,1
10.184.2,15,2
10.184.2,16,2
10.184.2,18,2
10.184.2,19,3
10.184.2,20,3
10.184.2,22,3
10.184.2,24,1
10.184.2,25,1
10.184.2,26,1
10.184.2,27,2
10.184.2,29,3
10.184.2,31,2
10.184.2,32,1
10.184.2,33,2
10.184.2,34,2
10.184.2,35,2
10.184.2,36,1
10.184.2,38,2
10.184.2,39,1
10.184.2,41,1
10.184.2,42,1
10.184.2,43,1
10.184.2,44,1
10.184.3,0,2
10.184.3,1,2
10.184.3,2,4
10.184.3,4,2
10.184.3,5,1
10.184.3,6,2
10.184.3,7,1
10.184.3,10,2
10.184.3,11,1
10.184.3,12,2
10.184.3,13,2
10.184.3,14,1
10.184.3,15,3
10.184.3,16,1
10.184.3,17,2
10.184.3,18,2
10.184.3,19,2
10.184.3,20,1
10.184.3,21,2
10.184.3,25,1
10.184.3,26,1
10.184.3,29,1
10.184.3,30,2
10.184.3,31,1
10.184.3,32,1
10.184.3,33,4
10.184.3,35,1
10.184.3,37,1
10.184.3,38,2
10.184.3,39,3
10.184.3,40,1
10.184.3,43,1
10.184.3,44,1
10.184.4,0,2
10.184.4,1,2
10.184.4,3,1
10.184.4,4,2
10.184.4,5,1
10.184.4,7,1
10.184.4,8,1
10.184.4,10,2
10.184.4,11,1
10.184.4,12,3
10.184.4,13,1
10.184.4,15,1
10.184.4,17,1
10.184.4,18,1
10.184.4,19,2
10.184.4,22,1
10.184.4,23,3
10.184.4,26,1
10.184.4,27,1
10.184.4,29,1
10.184.4,30,1
10.184.4,31,2
10.184.4,33,2
10.184.4,34,1
10.184.4,35,1
10.184.4,36,1
10.184.4,37,1
10.184.4,38,2
10.184.4,39,1
10.184.4,41,1
10.184.4,42,3
10.184.4,43,1
10.184.5,1,3
10.184.5,6,1
10.184.5,7,1
10.184.5,8,2
10.184.5,9,1
10.184.5,10,2
10.184.5,11,2
10.184.5,12,2
10.184.5,14,3
10.184.5,16,1
10.184.5,17,1
10.184.5,18,2
10.184.5,20,2
10.184.5,21,2
10.184.5,22,1
10.184.5,23,1
10.184.5,24,1
10.184.5,26,1
10.184.5,30,1
10.184.5,31,2
10.184.5,32,1
10.184.5,33,1
10.184.5,34,1
10.184.5,38,1
10.184.5,40,2
10.184.5,42,3
10.184.5,43,1
10.184.5,44,1
10.184.6,0,1
10.184.6,1,1
10.184.6,2,1
10.184.6,3,2
10.184.6,4,1
10.184.6,5,2
10.184.6,7,8
10.184.6,10,2
10.184.6,11,1
10.184.6,12,1
10.184.6,13,3
10.184.6,15,1
10.184.6,16,3
10.184.6,17,1
10.184.6,18,1
10.184.6,19,2
10.184.6,20,1
10.184.6,23,3
10.184.6,24,1
10.184.6,26,1
10.184.6,27,1
10.184.6,29,1
10.184.6,30,1
10.184.6,31,1
10.184.6,34,2
10.184.6,35,4
10.184.6,37,3
10.184.6,39,2
10.184.6,42,2
10.184.6,43,1
10.184.7,0,3
10.184.7,5,3
10.184.7,7,1
10.184.7,8,2
10.184.7,10,2
10.184.7,11,2
10.184.7,12,1
10.184.7,14,1
10.184.7,17,1
10.184.7,18,2
10.184.7,19,1
10.184.7,20,1
10.184.7,23,1
10.184.7,24,1
10.184.7,25,2
10.184.7,26,2
10.184.7,27,1
10.184.7,28,1
10.184.7,29,3
10.184.7,31,1
10.184.7,33,1
10.184.7,36,1
10.184.7,37,2
10.184.7,38,1
10.184.7,39,1
10.184.7,40,1
10.184.7,43,3
10.184.8,0,1
10.184.8,3,1
10.184.8,4,1
10.184.8,6,1
10.184.8,8,3
10.184.8,9,3
10.184.8,10,2
10.184.8,11,2
10.184.8,13,1
10.184.8,14,2
10.184.8,16,1
10.184.8,17,2
10.184.8,18,1
10.184.8,20,1
10.184.8,21,1
10.184.8,22,1
10.184.8,23,2
10.184.8,27,1
10.184.8,29,1
10.184.8,30,2
10.184.8,32,1
10.184.8,34,1
10.184.8,35,2
10.184.8,37,2
10.184.8,38,4
10.184.8,39,2
10.184.8,41,1
10.184.8,42,3
10.184.8,43,2
10.184.9,0,2
10.184.9,1,1
10.184.9,3,1
10.184.9,4,2
10.184.9,5,1
10.184.9,7,2
10.184.9,8,1
10.184.9,10,1
10.184.9,12,1
10.184.9,13,2
10.184.9,14,1
10.184.9,15,2
10.184.9,18,2
10.184.9,22,2
10.184.9,23,2
10.184.9,24,1
10.184.9,28,1
10.184.9,30,3
10.184.9,32,1
10.184.9,33,2
10.184.9,34,3
10.184.9,37,1
10.184.9,38,3
10.184.9,41,1
10.184.9,42,3
10.184.9,44,2
10.185.0,0,3
10.185.0,2,2
10.185.0,3,1
10.185.0,4,1
10.185.0,5,2
10.185.0,6,1
10.185.0,7,2
10.185.0,8,2
10.185.0,10,1
10.185.0,11,1
10.185.0,12,1
10.185.0,13,1
10.185.0,14,1
10.185.0,16,2
10.185.0,18,1
10.185.0,19,2
10.185.0,21,2
10.185.0,22,3
10.185.0,24,2
10.185.0,25,1
10.185.0,26,1
10.185.0,28,2
10.185.0,29,3
10.185.0,31,2
10.185.0,32,6
10.185.0,33,1
10.185.0,34,4
10.185.0,37,2
10.185.0,38,1
10.185.0,39,3
10.185.0,40,1
10.185.0,41,4
10.185.0,43,1
10.185.0,44,2
10.185.1,3,2
10.185.1,4,4
10.185.1,5,3
10.185.1,6,4
10.185.1,7,1
10.185.1,8,2
10.185.1,12,2
10.185.1,13,1
10.185.1,15,3
10.185.1,16,1
10.185.1,19,2
10.185.1,20,1
10.185.1,21,1
10.185.1,23,2
10.185.1,24,1
10.185.1,26,1
10.185.1,28,1
10.185.1,29,1
10.185.1,31,1
10.185.1,32,1
10.185.1,35,1
10.185.1,36,1
10.185.1,38,1
10.185.1,39,2
10.185.1,40,2
10.185.1,41,5
10.185.1,44,3
10.186.0,1,3
10.186.0,2,3
10.186.0,4,1
10.186.0,5,2
10.186.0,7,1
10.186.0,9,1
10.186.0,10,1
10.186.0,11,1
10.186.0,13,1
10.186.0,14,4
10.186.0,15,2
10.186.0,19,1
10.186.0,21,2
10.186.0,25,1
10.186.0,27,1
10.186.0,29,2
10.186.0,30,1
10.186.0,32,3
10.186.0,33,1
10.186.0,35,1
10.186.0,37,1
10.186.0,39,1
10.186.0,40,1
10.186.0,43,1
10.186.0,44,1
10.186.1,0,2
10.186.1,1,2
10.186.1,4,2
10.186.1,6,1
10.186.1,7,1
10.186.1,9,1
10.186.1,12,1
10.186.1,13,3
10.186.1,14,1
10.186.1,15,1
10.186.1,16,1
10.186.1,17,1
10.186.1,19,2
10.186.1,20,4
10.186.1,21,1
10.186.1,24,1
10.186.1,27,1
10.186.1,29,1
10.186.1,30,1
10.186.1,31,2
10.186.1,32,1
10.186.1,33,2
10.186.1,34,1
10.186.1,35,3
10.186.1,36,2
10.186.1,37,1
10.186.1,38,1
10.186.1,39,1
10.186.1,40,2
10.186.1,43,3
10.186.1,44,1
10.186.2,0,2
10.186.2,2,2
10.186.2,3,6
10.186.2,4,1
10.186.2,5,2
10.186.2,7,1
10.186.2,10,3
10.186.2,12,1
10.186.2,13,4
10.186.2,15,1
10.186.2,17,1
10.186.2,19,1
10.186.2,21,1
10.186.2,22,2
10.186.2,23,2
10.186.2,24,1
10.186.2,26,6
10.186.2,27,1
10.186.2,28,3
10.186.2,29,2
10.186.2,30,1
10.186.2,31,2
10.186.2,32,2
10.186.2,34,2
10.186.2,35,1
10.186.2,37,1
10.186.2,39,1
10.186.2,40,4
10.186.2,41,1
10.186.3,2,2
10.186.3,3,1
10.186.3,4,1
10.186.3,8,1
10.186.3,9,2
10.186.3,11,1
10.186.3,13,1
10.186.3,18,1
10.186.3,24,2
10.186.3,25,1
10.186.3,26,1
10.186.3,28,1
10.186.3,31,2
10.186.3,32,1
10.186.3,38,1
10.186.3,40,2
10.186.3,41,1
10.186.3,42,1
10.186.4,0,3
10.186.4,1,2
10.186.4,3,1
10.186.4,6,1
10.186.4,7,1
10.186.4,10,1
10.186.4,12,1
10.186.4,14,1
10.186.4,15,1
10.186.4,17,1
10.186.4,18,1
10.186.4,20,2
10.186.4,22,4
10.186.4,23,1
10.186.4,25,2
10.186.4,26,2
10.186.4,27,1
10.186.4,28,3
10.186.4,29,1
10.186.4,30,4
10.186.4,32,2
10.186.4,33,1
10.186.4,34,2
10.186.4,36,3
10.186.4,37,1
10.186.4,38,3
10.186.4,39,2
10.186.4,40,2
10.186.4,41,4
10.187.0,3,1
10.187.0,4,1
10.187.0,6,1
10.187.0,7,1
10.187.0,9,2
10.187.0,10,2
10.187.0,11,3
10.187.0,14,1
10.187.0,15,1
10.187.0,16,1
10.187.0,18,2
10.187.0,19,1
10.187.0,20,1
10.187.0,22,1
10.187.0,24,2
10.187.0,25,1
